,likes,retweets,tweet_id
2188,898,542,668643542311546881
2189,1098,553,668641109086707712
2190,1061,502,668636665813057536
2191,2870,1696,668633411083464705
2192,732,326,668631377374486528
2193,324,118,668627278264475648
2194,395,138,668625577880875008
2195,1467,796,668623201287675904
2196,207,44,668620235289837568
2197,621,322,668614819948453888
2199,249,57,668567822092664832
2200,532,233,668544745690562560
2201,470,222,668542336805281792
2202,257,77,668537837512433665
2203,472,232,668528771708952576
2204,332,111,668507509523615744
2205,421,135,668496999348633600
2206,435,241,668484198282485761
2207,472,152,668480044826800133
2208,901,527,668466899341221888
2209,631,306,668297328638447616
2210,249,32,668291999406125056
2211,517,142,668286279830867968
2212,841,235,668274247790391296
2213,563,243,668268907921326080
2214,1325,633,668256321989451776
2215,1013,501,668248472370458624
2216,6309,2916,668237644992782336
2217,304,106,668226093875376128
2218,518,203,668221241640230912
2219,559,200,668204964695683073
2220,664,200,668190681446379520
2221,503,201,668171859951755264
2222,505,324,668154635664932864
2223,576,294,668142349051129856
2224,675,250,668113020489474048
2225,1286,811,667937095915278337
2226,307,112,667924896115245057
2227,215,58,667915453470232577
2228,497,311,667911425562669056
2229,861,384,667902449697558528
2230,1911,1115,667886921285246976
2231,830,499,667885044254572545
2232,398,122,667878741721415682
2233,638,417,667873844930215936
2234,3040,1055,667866724293877760
2235,245,78,667861340749471744
2236,293,63,667832474953625600
2237,1069,508,667806454573760512
2238,334,97,667801013445750784
2239,709,336,667793409583771648
2240,414,249,667782464991965184
2241,239,58,667773195014021121
2242,447,222,667766675769573376
2243,380,152,667728196545200128
2244,489,326,667724302356258817
2247,5858,2325,667549055577362432
2248,338,127,667546741521195010
2249,877,532,667544320556335104
2250,207,66,667538891197542400
2251,827,551,667534815156183040
2252,474,244,667530908589760512
2253,1717,1128,667524857454854144
2254,372,195,667517642048163840
2255,6850,2165,667509364010450944
2256,537,222,667502640335572993
2257,525,276,667495797102141441
2258,535,232,667491009379606528
2259,259,100,667470559035432960
2260,194,60,667455448082227200
2261,315,91,667453023279554560
2262,788,590,667443425659232256
2263,453,242,667437278097252352
2264,308,84,667435689202614272
2265,473,221,667405339315146752
2266,199,58,667393430834667520
2267,370,167,667369227918143488
2268,494,245,667211855547486208
2269,619,263,667200525029539841
2270,388,109,667192066997374976
2271,744,422,667188689915760640
2272,14420,6277,667182792070062081
2273,192,55,667177989038297088
2274,613,466,667176164155375616
2275,246,84,667174963120574464
2276,222,91,667171260800061440
2277,2706,1153,667165590075940865
2278,259,62,667160273090932737
2279,48052,17313,667152164079423490
2280,4637,2235,667138269671505920
2281,330,128,667119796878725120
2282,335,129,667090893657276420
2283,405,124,667073648344346624
2285,168,48,667065535570550784
2286,220,55,667062181243039745
2287,185,51,667044094246576128
2288,451,225,667012601033924608
2289,247,94,666996132027977728
2290,2558,989,666983947667116034
2291,820,558,666837028449972224
2292,216,80,666835007768551424
2293,255,97,666826780179869698
2294,521,251,666817836334096384
2295,243,94,666804364988780544
2296,764,488,666786068205871104
2297,389,197,666781792255496192
2298,351,175,666776908487630848
2299,238,66,666739327293083650
2300,432,219,666701168228331520
2301,187,47,666691418707132416
2302,1122,626,666649482315059201
2303,232,81,666644823164719104
2304,519,208,666454714377183233
2305,105,20,666447344410484738
2306,125,48,666437273139982337
2307,165,53,666435652385423360
2308,314,196,666430724426358785
2309,165,83,666428276349472768
2310,315,111,666421158376562688
2311,124,45,666418789513326592
2312,439,323,666411507551481857
2313,107,40,666407126856765440
2314,166,84,666396247373291520
2315,186,92,666373753744588802
2316,766,564,666362758909284353
2317,216,71,666353288456101888
2318,290,133,666345417576210432
2319,195,90,666337882303524864
2320,492,349,666293911632134144
2321,144,64,666287406224695296
2322,172,76,666273097616637952
2323,101,35,666268910803644416
2324,14123,6456,666104133288665088
2325,80,12,666102155909144576
2326,152,66,666099513787052032
2327,162,72,666094000022159362
2328,115,44,666082916733198337
2329,318,160,666073100786774016
2330,145,59,666071193221509120
2331,470,214,666063827256086533
2332,111,57,666058600524156928
2333,291,139,666057090499244032
2334,430,241,666055525042405380
2335,1208,840,666051853826850816
2336,131,59,666050758794694657
2337,107,41,666049248165822465
2338,295,139,666044226329800704
2339,124,43,666033412701032449
2340,128,47,666029285002620928
2341,2536,504,666020888022790149
